"ensg"	"chrom"	"start"	"end"	"status"	"cytoband"	"symbol"
"ENSG00000196600"	11	62931296	62997124	"KNOWN"	"q12.3"	"SLC22A25"
"ENSG00000184999"	11	63057430	63079237	"KNOWN"	"q12.3"	"SLC22A10"
"ENSG00000149742"	11	63137261	63177710	"KNOWN"	"q12.3"	"SLC22A9"
"ENSG00000168004"	11	63230810	63258666	"KNOWN"	"q12.3"	"HRASLS5"
"ENSG00000133317"	11	63273524	63284246	"KNOWN"	"q12.3"	"LGALS12"
"ENSG00000133321"	11	63304273	63313929	"KNOWN"	"q12.3"	"RARRES3"
"ENSG00000133328"	11	63320242	63330855	"KNOWN"	"q12.3"	"HRASLS2"
"ENSG00000176485"	11	63341946	63381941	"KNOWN"	"q12.3"	"PLA2G16"
"ENSG00000184743"	11	63391560	63439187	"KNOWN"	"q13.1"	"ATL3"
"ENSG00000133318"	11	63448922	63527337	"KNOWN"	"q13.1"	"RTN3"
"ENSG00000168005"	11	63580860	63595151	"KNOWN"	"q13.1"	"C11orf84"
"ENSG00000072518"	11	63606895	63677045	"KNOWN"	"q13.1"	"MARK2"
"ENSG00000167771"	11	63678727	63684316	"KNOWN"	"q13.1"	"RCOR2"
"ENSG00000110583"	11	63706442	63724444	"KNOWN"	"q13.1"	"NAT11"
"ENSG00000176340"	11	63742079	63744014	"KNOWN"	"q13.1"	"COX8A"
"ENSG00000167770"	11	63753325	63765892	"KNOWN"	"q13.1"	"OTUB1"
"ENSG00000133315"	11	63766031	63933585	"KNOWN"	"q13.1"	"MACROD1"
"ENSG00000126500"	11	63871362	63886645	"KNOWN"	"q13.1"	"FLRT1"
"ENSG00000149781"	11	63974152	63991363	"KNOWN"	"q13.1"	"FERMT3"
"ENSG00000149743"	11	63991272	63993681	"KNOWN"	"q13.1"	"TRPT1"
"ENSG00000149761"	11	63993738	63997487	"KNOWN"	"q13.1"	"NUDT22"
"ENSG00000110011"	11	63997753	64001750	"KNOWN"	"q13.1"	"DNAJC4"
"ENSG00000173511"	11	64002266	64006258	"KNOWN"	"q13.1"	"VEGFB"
"ENSG00000173486"	11	64008413	64011606	"KNOWN"	"q13.1"	"FKBP2"
"ENSG00000173457"	11	64011953	64014413	"KNOWN"	"q13.1"	"PPP1R14B"
"ENSG00000149782"	11	64019042	64035394	"KNOWN"	"q13.1"	"PLCB3"
"ENSG00000002330"	11	64037301	64052176	"KNOWN"	"q13.1"	"BAD"
"ENSG00000173264"	11	64051811	64056963	"KNOWN"	"q13.1"	"GPR137"
"ENSG00000182450"	11	64058793	64067502	"KNOWN"	"q13.1"	"KCNK4"
"ENSG00000219435"	11	64067863	64072238	"KNOWN"	"q13.1"	"C11orf20"
"ENSG00000173153"	11	64073044	64084215	"KNOWN"	"q13.1"	"ESRRA"
"ENSG00000126432"	11	64085569	64089282	"KNOWN"	"q13.1"	"PRDX5"
"ENSG00000168071"	11	64107695	64125005	"KNOWN"	"q13.1"	"CCDC88B"
"ENSG00000162302"	11	64126625	64139686	"KNOWN"	"q13.1"	"RPS6KA4"
"ENSG00000168065"	11	64323090	64338999	"KNOWN"	"q13.1"	"SLC22A11"
"ENSG00000197891"	11	64358113	64369820	"KNOWN"	"q13.1"	"SLC22A12"
"ENSG00000110076"	11	64373646	64490660	"KNOWN"	"q13.1"	"NRXN2"
"ENSG00000068831"	11	64494383	64512928	"KNOWN"	"q13.1"	"RASGRP2"
"ENSG00000068976"	11	64513862	64528187	"KNOWN"	"q13.1"	"PYGM"
"ENSG00000168066"	11	64532078	64546241	"KNOWN"	"q13.1"	"SF1"
"ENSG00000168067"	11	64556290	64570713	"KNOWN"	"q13.1"	"MAP4K2"
"ENSG00000133895"	11	64570988	64578766	"KNOWN"	"q13.1"	"MEN1"
"ENSG00000171219"	11	64591664	64612041	"KNOWN"	"q13.1"	"CDC42BPG"
"ENSG00000110047"	11	64620203	64655768	"KNOWN"	"q13.1"	"EHD1"
"ENSG00000110046"	11	64662018	64684722	"KNOWN"	"q13.1"	"ATG2A"
"ENSG00000068971"	11	64692180	64701947	"KNOWN"	"q13.1"	"PPP2R5B"
"ENSG00000149735"	11	64701945	64703360	"KNOWN"	"q13.1"	"GPHA2"
"ENSG00000168070"	11	64705703	64739557	"KNOWN"	"q13.1"	"C11orf85"
"ENSG00000168062"	11	64755416	64764517	"KNOWN"	"q13.1"	"BATF2"
"ENSG00000213465"	11	64781586	64789656	"KNOWN"	"q13.1"	"ARL2"
"ENSG00000110025"	11	64781654	64808042	"KNOWN"	"q13.1"	"SNX15"
"ENSG00000168061"	11	64808376	64812299	"KNOWN"	"q13.1"	"SAC3D1"
"ENSG00000168060"	11	64812297	64826009	"KNOWN"	"q13.1"	"NAALADL1"
"ENSG00000146670"	11	64844927	64851615	"KNOWN"	"q13.1"	"CDCA5"
"ENSG00000162300"	11	64851694	64855874	"KNOWN"	"q13.1"	"ZFPL1"
"ENSG00000149823"	11	64863683	64879180	"KNOWN"	"q13.1"	"C11orf2"
"ENSG00000149809"	11	64879341	64883706	"KNOWN"	"q13.1"	"TM7SF2"
"ENSG00000174276"	11	64883876	64885170	"KNOWN"	"q13.1"	"ZNHIT2"
"ENSG00000149806"	11	64888103	64889660	"KNOWN"	"q13.1"	"FAU"
"ENSG00000149792"	11	64889728	64894841	"KNOWN"	"q13.1"	"MRPL49"
"ENSG00000162298"	11	64894753	64902003	"KNOWN"	"q13.1"	"SYVN1"
"ENSG00000204710"	11	64937625	64940715	"KNOWN"	"q13.1"	"SPDYC"
"ENSG00000014216"	11	64949343	64979476	"KNOWN"	"q13.1"	"CAPN1"
"ENSG00000197847"	11	64981309	65009557	"KNOWN"	"q13.1"	"SLC22A20"
"ENSG00000014138"	11	65029430	65065087	"KNOWN"	"q13.1"	"POLA2"
"ENSG00000149798"	11	65082331	65089899	"KNOWN"	"q13.1"	"CDC42EP2"
"ENSG00000133884"	11	65101346	65120451	"KNOWN"	"q13.1"	"DPF2"
"ENSG00000173825"	11	65122282	65125078	"KNOWN"	"q13.1"	"TIGD3"
"ENSG00000162241"	11	65142663	65150142	"KNOWN"	"q13.1"	"SLC25A45"
"ENSG00000126391"	11	65154041	65180990	"KNOWN"	"q13.1"	"FRMD8"
"ENSG00000225789"	11	65268395	65269798	"KNOWN"	"q13.1"	"MALAT1"
"ENSG00000142186"	11	65292548	65306182	"KNOWN"	"q13.1"	"SCYL1"
"ENSG00000168056"	11	65306031	65325699	"KNOWN"	"q13.1"	"LTBP3"
"ENSG00000173465"	11	65337943	65339217	"KNOWN"	"q13.1"	"SSSCA1"
"ENSG00000176973"	11	65339820	65341669	"KNOWN"	"q13.1"	"FAM89B"
"ENSG00000173442"	11	65343509	65360115	"KNOWN"	"q13.1"	"EHBP1L1"
"ENSG00000173338"	11	65360327	65363467	"KNOWN"	"q13.1"	"KCNK7"
"ENSG00000173327"	11	65365226	65381720	"KNOWN"	"q13.1"	"MAP3K11"
"ENSG00000197136"	11	65383783	65404910	"KNOWN"	"q13.1"	"PCNXL3"
"ENSG00000213445"	11	65407592	65418391	"KNOWN"	"q13.1"	"SIPA1"
"ENSG00000173039"	11	65421070	65430443	"KNOWN"	"q13.1"	"RELA"
"ENSG00000172977"	11	65479489	65487074	"KNOWN"	"q13.1"	"KAT5"
"ENSG00000172922"	11	65485144	65488409	"KNOWN"	"q13.1"	"RNASEH2C"
"ENSG00000172818"	11	65554529	65564683	"KNOWN"	"q13.1"	"OVOL1"
"ENSG00000172803"	11	65601410	65621170	"KNOWN"	"q13.1"	"SNX32"
"ENSG00000172757"	11	65622308	65625804	"KNOWN"	"q13.1"	"CFL1"
"ENSG00000172732"	11	65627872	65633912	"KNOWN"	"q13.1"	"MUS81"
"ENSG00000172638"	11	65633913	65640340	"KNOWN"	"q13.1"	"EFEMP2"
"ENSG00000172543"	11	65647284	65651212	"KNOWN"	"q13.1"	"CTSW"
"ENSG00000172500"	11	65651211	65656010	"KNOWN"	"q13.1"	"FIBP"
"ENSG00000175602"	11	65657875	65659105	"KNOWN"	"q13.1"	"CCDC85B"
"ENSG00000175592"	11	65659692	65667997	"KNOWN"	"q13.1"	"FOSL1"
"ENSG00000175573"	11	65684285	65686531	"KNOWN"	"q13.1"	"C11orf68"
"ENSG00000175550"	11	65686728	65689031	"KNOWN"	"q13.1"	"DRAP1"
"ENSG00000175513"	11	65713115	65727434	"KNOWN"	"q13.1"	"TSGA10IP"
"ENSG00000175467"	11	65729160	65747607	"KNOWN"	"q13.1"	"SART1"
"ENSG00000175376"	11	65764017	65769578	"KNOWN"	"q13.1"	"EIF1AD"
"ENSG00000175334"	11	65769550	65771616	"KNOWN"	"q13.1"	"BANF1"
"ENSG00000175315"	11	65779462	65780975	"KNOWN"	"q13.1"	"CST6"
"ENSG00000175294"	11	65784224	65793988	"KNOWN"	"q13.1"	"CATSPER1"
"ENSG00000175229"	11	65808239	65816651	"KNOWN"	"q13.1"	"GAL3ST3"
"ENSG00000087365"	11	65819816	65836382	"KNOWN"	"q13.1"	"SF3B2"
"ENSG00000175115"	11	65837824	66012213	"KNOWN"	"q13.1"	"PACS1"
"ENSG00000174996"	11	66024765	66035331	"KNOWN"	"q13.2"	"KLC2"
"ENSG00000174903"	11	66036056	66044963	"KNOWN"	"q13.2"	"RAB1B"
"ENSG00000174871"	11	66045696	66051683	"KNOWN"	"q13.2"	"CNIH2"
"ENSG00000174851"	11	66052052	66056638	"KNOWN"	"q13.2"	"YIF1A"
"ENSG00000179292"	11	66059341	66064131	"KNOWN"	"q13.2"	"TMEM151A"
"ENSG00000174807"	11	66081958	66084515	"KNOWN"	"q13.2"	"CD248"
"ENSG00000174791"	11	66099542	66104000	"KNOWN"	"q13.2"	"RIN1"
"ENSG00000174744"	11	66104804	66112582	"KNOWN"	"q13.2"	"BRMS1"
"ENSG00000174669"	11	66129993	66139291	"KNOWN"	"q13.2"	"SLC29A2"
"ENSG00000174576"	11	66188475	66194177	"KNOWN"	"q13.2"	"NPAS4"
"ENSG00000174547"	11	66202551	66206310	"KNOWN"	"q13.2"	"MRPL11"
"ENSG00000174516"	11	66234336	66244805	"KNOWN"	"q13.2"	"PELI3"
"ENSG00000174483"	11	66247880	66301084	"KNOWN"	"q13.2"	"BBS1"
"ENSG00000174165"	11	66306735	66313671	"KNOWN"	"q13.2"	"ZDHHC24"
"ENSG00000174080"	11	66330936	66336047	"KNOWN"	"q13.2"	"CTSF"
"ENSG00000182791"	11	66357640	66360554	"KNOWN"	"q13.2"	"CCDC87"
"ENSG00000173992"	11	66360690	66373489	"KNOWN"	"q13.2"	"CCS"
"ENSG00000173933"	11	66384053	66433436	"KNOWN"	"q13.2"	"RBM4"
"ENSG00000173914"	11	66432472	66445275	"KNOWN"	"q13.2"	"RBM4B"
"ENSG00000173898"	11	66452721	66488870	"KNOWN"	"q13.2"	"SPTBN2"
"ENSG00000173715"	11	66512207	66610799	"KNOWN"	"q13.2"	"C11orf80"
"ENSG00000173653"	11	66610883	66614003	"KNOWN"	"q13.2"	"RCE1"
"ENSG00000173599"	11	66615997	66725847	"KNOWN"	"q13.2"	"PC"
"ENSG00000173621"	11	66624589	66627946	"KNOWN"	"q13.2"	"LRFN4"
"ENSG00000173237"	11	66742748	66744475	"KNOWN"	"q13.2"	"C11orf86"
"ENSG00000173227"	11	66790891	66818329	"KNOWN"	"q13.2"	"SYT12"
"ENSG00000173156"	11	66824321	66839483	"KNOWN"	"q13.2"	"RHOD"
"ENSG00000173120"	11	66887498	67025141	"KNOWN"	"q13.2"	"KDM2A"
"ENSG00000173020"	11	67033905	67054029	"KNOWN"	"q13.2"	"ADRBK1"
"ENSG00000172932"	11	67056819	67069954	"KNOWN"	"q13.2"	"ANKRD13D"
"ENSG00000172830"	11	67071001	67080070	"KNOWN"	"q13.2"	"SSH3"
"ENSG00000175482"	11	67119021	67121017	"KNOWN"	"q13.2"	"POLD4"
"ENSG00000175505"	11	67131643	67141206	"KNOWN"	"q13.2"	"CLCF1"
"ENSG00000172613"	11	67159423	67165861	"KNOWN"	"q13.2"	"RAD9A"
"ENSG00000172531"	11	67165652	67188605	"KNOWN"	"q13.2"	"PPP1CA"
"ENSG00000175463"	11	67171658	67177557	"KNOWN"	"q13.2"	"TBC1D10C"
"ENSG00000172508"	11	67183145	67193076	"KNOWN"	"q13.2"	"ATPGD1"
"ENSG00000175634"	11	67195935	67202878	"KNOWN"	"q13.2"	"RPS6KB2"
"ENSG00000213402"	11	67202981	67205153	"KNOWN"	"q13.2"	"PTPRCAP"
"ENSG00000172725"	11	67205519	67211263	"KNOWN"	"q13.2"	"CORO1B"
"ENSG00000175514"	11	67218772	67220200	"KNOWN"	"q13.2"	"GPR152"
"ENSG00000175544"	11	67222818	67226651	"KNOWN"	"q13.2"	"CABP4"
"ENSG00000172663"	11	67231830	67236743	"KNOWN"	"q13.2"	"TMEM134"
"ENSG00000110711"	11	67250505	67258578	"KNOWN"	"q13.2"	"AIP"
"ENSG00000110697"	11	67259240	67272843	"KNOWN"	"q13.2"	"PITPNM1"
"ENSG00000167797"	11	67273969	67276102	"KNOWN"	"q13.2"	"CDK2AP2"
"ENSG00000167791"	11	67286418	67290899	"KNOWN"	"q13.2"	"CABP2"
"ENSG00000084207"	11	67351066	67354123	"KNOWN"	"q13.2"	"GSTP1"
"ENSG00000167792"	11	67374323	67380012	"KNOWN"	"q13.2"	"NDUFV1"
"ENSG00000167799"	11	67395410	67397401	"KNOWN"	"q13.2"	"NUDT8"
"ENSG00000167800"	11	67398775	67407031	"KNOWN"	"q13.2"	"TBX10"
"ENSG00000132744"	11	67410029	67418130	"KNOWN"	"q13.2"	"ACY3"
"ENSG00000132746"	11	67429634	67442102	"KNOWN"	"q13.2"	"ALDH3B2"
"ENSG00000184795"	11	67479170	67483476	"KNOWN"	"q13.2"	"UNC93B5"
"ENSG00000110057"	11	67758575	67771593	"KNOWN"	"q13.2"	"UNC93B1"
"ENSG00000006534"	11	67776048	67796743	"KNOWN"	"q13.2"	"ALDH3B1"
"ENSG00000110717"	11	67798094	67804114	"KNOWN"	"q13.2"	"NDUFS8"
"ENSG00000110719"	11	67806483	67818365	"KNOWN"	"q13.2"	"TCIRG1"
"ENSG00000110721"	11	67820350	67888858	"KNOWN"	"q13.2"	"CHKA"
"ENSG00000110066"	11	67923507	67981295	"KNOWN"	"q13.2"	"SUV420H1"
"ENSG00000171067"	11	68028807	68039469	"KNOWN"	"q13.2"	"C11orf24"
"ENSG00000162337"	11	68080108	68216739	"KNOWN"	"q13.2"	"LRP5"
"ENSG00000110075"	11	68228199	68382797	"KNOWN"	"q13.2"	"SAPS3"
"ENSG00000069482"	11	68451983	68458643	"KNOWN"	"q13.3"	"GAL"
"ENSG00000132749"	11	68474908	68518988	"KNOWN"	"q13.3"	"MTL5"
"ENSG00000110090"	11	68522090	68609399	"KNOWN"	"q13.3"	"CPT1A"
"ENSG00000197345"	11	68658747	68671303	"KNOWN"	"q13.3"	"MRPL21"
"ENSG00000132740"	11	68671319	68708069	"KNOWN"	"q13.3"	"IGHMBP2"
"ENSG00000172938"	11	68747490	68748455	"KNOWN"	"q13.3"	"MRGPRD"
"ENSG00000172935"	11	68771863	68780850	"KNOWN"	"q13.3"	"MRGPRF"
"ENSG00000162341"	11	68816350	68858072	"KNOWN"	"q13.3"	"TPCN2"
"ENSG00000172927"	11	69061622	69064753	"KNOWN"	"q13.3"	"MYEOV"
"ENSG00000110092"	11	69455873	69469241	"KNOWN"	"q13.3"	"CCND1"
"ENSG00000149716"	11	69468073	69490165	"KNOWN"	"q13.3"	"ORAOV1"
"ENSG00000162344"	11	69513007	69519106	"KNOWN"	"q13.3"	"FGF19"
"ENSG00000075388"	11	69587797	69590171	"KNOWN"	"q13.3"	"FGF4"
"ENSG00000186895"	11	69624736	69634192	"KNOWN"	"q13.3"	"FGF3"
"ENSG00000131620"	11	69924664	70035633	"KNOWN"	"q13.3"	"ANO1"
"ENSG00000168040"	11	70049269	70053508	"KNOWN"	"q13.3"	"FADD"
"ENSG00000131626"	11	70116823	70230500	"KNOWN"	"q13.3"	"PPFIA1"
"ENSG00000085733"	11	70244612	70282689	"KNOWN"	"q13.3"	"CTTN"
"ENSG00000162105"	11	70313961	70963623	"KNOWN"	"q13.4"	"SHANK2"
"ENSG00000172893"	11	71145457	71159477	"KNOWN"	"q13.4"	"DHCR7"
"ENSG00000172890"	11	71164217	71212579	"KNOWN"	"q13.4"	"NADSYN1"
"ENSG00000204572"	11	71238302	71280091	"KNOWN"	"q13.4"	"KRTAP5-10"
"ENSG00000204571"	11	71290760	71293921	"KNOWN"	"q13.4"	"KRTAP5-11"
"ENSG00000184055"	11	71302486	71331865	"KNOWN"	"q13.4"	"OR7E87P"
"ENSG00000158483"	11	71498557	71512273	"KNOWN"	"q13.4"	"FAM86C"
"ENSG00000184276"	11	71544246	71548608	"KNOWN"	"q13.4"	"DEFB108B"
"ENSG00000137522"	11	71639768	71708643	"KNOWN"	"q13.4"	"RNF121"
"ENSG00000137496"	11	71709958	71716761	"KNOWN"	"q13.4"	"IL18BP"
"ENSG00000137497"	11	71713911	71791573	"KNOWN"	"q13.4"	"NUMA1"
"ENSG00000184154"	11	71791382	71821828	"KNOWN"	"q13.4"	"LRTOMT"
"ENSG00000149357"	11	71808339	71814322	"KNOWN"	"q13.4"	"C11orf59"
"ENSG00000110200"	11	71820635	71823826	"KNOWN"	"q13.4"	"C11orf51"
"ENSG00000110203"	11	71846771	71850934	"KNOWN"	"q13.4"	"FOLR3"
"ENSG00000110195"	11	71900602	71907342	"KNOWN"	"q13.4"	"FOLR1"
"ENSG00000165457"	11	71927819	71932993	"KNOWN"	"q13.4"	"FOLR2"
"ENSG00000165458"	11	71935825	71950149	"KNOWN"	"q13.4"	"INPPL1"
"ENSG00000165462"	11	71950124	71955220	"KNOWN"	"q13.4"	"PHOX2A"
"ENSG00000162129"	11	72003474	72145571	"KNOWN"	"q13.4"	"CLPB"
"ENSG00000186642"	11	72287186	72385773	"KNOWN"	"q13.4"	"PDE2A"
"ENSG00000186635"	11	72396115	72463434	"KNOWN"	"q13.4"	"ARAP1"
"ENSG00000214530"	11	72465774	72504750	"KNOWN"	"q13.4"	"STARD10"
"ENSG00000168010"	11	72525451	72540678	"KNOWN"	"q13.4"	"ATG16L2"
"ENSG00000137478"	11	72547791	72853143	"KNOWN"	"q13.4"	"FCHSD2"
"ENSG00000175591"	11	72929344	72947393	"KNOWN"	"q13.4"	"P2RY2"
"ENSG00000171631"	11	72975570	73009644	"KNOWN"	"q13.4"	"P2RY6"
"ENSG00000110237"	11	73019663	73080424	"KNOWN"	"q13.4"	"ARHGEF17"
"ENSG00000054967"	11	73087405	73108518	"KNOWN"	"q13.4"	"RELT"
"ENSG00000054965"	11	73117029	73309228	"KNOWN"	"q13.4"	"FAM168A"
"ENSG00000175582"	11	73386694	73472201	"KNOWN"	"q13.4"	"RAB6A"
"ENSG00000175581"	11	73498917	73575655	"KNOWN"	"q13.4"	"MRPL48"
"ENSG00000181924"	11	73583715	73587890	"KNOWN"	"q13.4"	"CHCHD8"
"ENSG00000175575"	11	73588033	73638779	"KNOWN"	"q13.4"	"PAAF1"
"ENSG00000187726"	11	73661364	73681332	"KNOWN"	"q13.4"	"DNAJB13"
"ENSG00000175567"	11	73685716	73693889	"KNOWN"	"q13.4"	"UCP2"
"ENSG00000175564"	11	73711333	73720282	"KNOWN"	"q13.4"	"UCP3"
"ENSG00000168014"	11	73724430	73882064	"KNOWN"	"q13.4"	"C2CD3"
"ENSG00000214517"	11	73882368	73965747	"KNOWN"	"q13.4"	"PPME1"
"ENSG00000149380"	11	73977702	74022699	"KNOWN"	"q13.4"	"P4HA3"
"ENSG00000165434"	11	74041361	74109502	"KNOWN"	"q13.4"	"PGM2L1"
"ENSG00000175538"	11	74165886	74178600	"KNOWN"	"q13.4"	"KCNE3"
"ENSG00000077514"	11	74303629	74353765	"KNOWN"	"q13.4"	"POLD3"
"ENSG00000054938"	11	74407475	74442207	"KNOWN"	"q13.4"	"CHRDL2"
"ENSG00000166439"	11	74459913	74553457	"KNOWN"	"q13.4"	"RNF169"
"ENSG00000166435"	11	74551956	74660232	"KNOWN"	"q13.4"	"XRRA1"
"ENSG00000118363"	11	74660292	74690076	"KNOWN"	"q13.4"	"SPCS2"
"ENSG00000162139"	11	74699179	74718741	"KNOWN"	"q13.4"	"NEU3"
"ENSG00000171561"	11	74799796	74800758	"KNOWN"	"q13.4"	"OR2AT4"
"ENSG00000137491"	11	74862040	74917444	"KNOWN"	"q13.4"	"SLCO2B1"
"ENSG00000137486"	11	74976482	75062873	"KNOWN"	"q13.4"	"ARRB1"
"ENSG00000149273"	11	75110562	75116732	"KNOWN"	"q13.4"	"RPS3"
"ENSG00000149243"	11	75133438	75141678	"KNOWN"	"q13.4"	"KLHL35"
"ENSG00000158555"	11	75145686	75236867	"KNOWN"	"q13.5"	"GDPD5"
"ENSG00000149257"	11	75273170	75283844	"KNOWN"	"q13.5"	"SERPINH1"
"ENSG00000171533"	11	75297964	75379479	"KNOWN"	"q13.5"	"MAP6"
"ENSG00000166391"	11	75428888	75442660	"KNOWN"	"q13.5"	"MOGAT2"
"ENSG00000062282"	11	75479778	75512579	"KNOWN"	"q13.5"	"DGAT2"
"ENSG00000198382"	11	75526212	75855282	"KNOWN"	"q13.5"	"UVRAG"
"ENSG00000085741"	11	75897370	75917574	"KNOWN"	"q13.5"	"WNT11"
"ENSG00000137492"	11	76061003	76091986	"KNOWN"	"q13.5"	"PRKRIR"
"ENSG00000158636"	11	76156069	76262586	"KNOWN"	"q13.5"	"C11orf30"
"ENSG00000137507"	11	76368569	76381791	"KNOWN"	"q13.5"	"LRRC32"
"ENSG00000204529"	11	76414507	76415302	"KNOWN"	"q13.5"	"GUCY2E"
"ENSG00000182704"	11	76494285	76509197	"KNOWN"	"q13.5"	"TSKU"
"ENSG00000078124"	11	76571917	76734850	"KNOWN"	"q13.5"	"ACER3"
"ENSG00000198488"	11	76745435	76753003	"KNOWN"	"q13.5"	"B3GNT6"
"ENSG00000149260"	11	76777992	76837196	"KNOWN"	"q13.5"	"CAPN5"
"ENSG00000137474"	11	76839310	76926286	"KNOWN"	"q13.5"	"MYO7A"
"ENSG00000178795"	11	76927605	76998463	"KNOWN"	"q13.5"	"GDPD4"
"ENSG00000149269"	11	77033061	77185108	"KNOWN"	"q14.1"	"PAK1"
"ENSG00000178301"	11	77300680	77320691	"KNOWN"	"q14.1"	"AQP11"
"ENSG00000074201"	11	77327197	77348851	"KNOWN"	"q14.1"	"CLNS1A"
"ENSG00000048649"	11	77377275	77531880	"KNOWN"	"q14.1"	"RSF1"
"ENSG00000087884"	11	77532201	77588461	"KNOWN"	"q14.1"	"C11orf67"
"ENSG00000149262"	11	77589768	77705717	"KNOWN"	"q14.1"	"INTS4"
"ENSG00000151364"	11	77726764	77734320	"KNOWN"	"q14.1"	"KCTD14"
"ENSG00000151365"	11	77774907	77779396	"KNOWN"	"q14.1"	"THRSP"
"ENSG00000151366"	11	77779403	77791265	"KNOWN"	"q14.1"	"NDUFC2"
"ENSG00000159063"	11	77811988	77850699	"KNOWN"	"q14.1"	"ALG8"
"ENSG00000188997"	11	77882303	77899664	"KNOWN"	"q14.1"	"KCTD21"
"ENSG00000118369"	11	77899958	77925753	"KNOWN"	"q14.1"	"USP35"
"ENSG00000033327"	11	77926342	78128766	"KNOWN"	"q14.1"	"GAB2"
"ENSG00000228731"	11	78095254	78096749	"KNOWN"	"q14.1"	"ZNF75C"
"ENSG00000137513"	11	78147247	78285826	"KNOWN"	"q14.1"	"NARS2"
"ENSG00000149256"	11	78364329	79151695	"KNOWN"	"q14.1"	"ODZ4"
"ENSG00000227097"	11	82400601	82400810	"KNOWN"	"q14.1"	"RPS28"
"ENSG00000182103"	11	82443053	82444906	"KNOWN"	"q14.1"	"FAM181B"
"ENSG00000137509"	11	82535410	82611557	"KNOWN"	"q14.1"	"PRCP"
"ENSG00000165490"	11	82625731	82645697	"KNOWN"	"q14.1"	"C11orf82"
"ENSG00000137502"	11	82692479	82782884	"KNOWN"	"q14.1"	"RAB30"
"ENSG00000165494"	11	82868137	82896830	"KNOWN"	"q14.1"	"PCF11"
"ENSG00000137494"	11	82904918	82967042	"KNOWN"	"q14.1"	"ANKRD42"
"ENSG00000137500"	11	82972504	82997377	"KNOWN"	"q14.1"	"CCDC90B"
"ENSG00000150672"	11	83166055	85338314	"KNOWN"	"q14.1"	"DLG2"
"ENSG00000171204"	11	85339639	85347532	"KNOWN"	"q14.1"	"TMEM126B"
"ENSG00000171202"	11	85359021	85367579	"KNOWN"	"q14.1"	"TMEM126A"
"ENSG00000137504"	11	85371885	85376146	"KNOWN"	"q14.1"	"CREBZF"
"ENSG00000179071"	11	85394893	85397320	"KNOWN"	"q14.1"	"CCDC89"
"ENSG00000137501"	11	85405267	85469044	"KNOWN"	"q14.1"	"SYTL2"
"ENSG00000150676"	11	85566144	85631051	"KNOWN"	"q14.1"	"CCDC83"
"ENSG00000073921"	11	85668486	85780144	"KNOWN"	"q14.2"	"PICALM"
"ENSG00000074266"	11	85955815	85989778	"KNOWN"	"q14.2"	"EED"
"ENSG00000149196"	11	86013253	86056984	"KNOWN"	"q14.2"	"C11orf73"
"ENSG00000149201"	11	86085778	86134150	"KNOWN"	"q14.2"	"CCDC81"
"ENSG00000151376"	11	86152150	86383528	"KNOWN"	"q14.2"	"ME3"
"ENSG00000150687"	11	86511491	86522275	"KNOWN"	"q14.2"	"PRSS23"
"ENSG00000174804"	11	86656722	86666433	"KNOWN"	"q14.2"	"FZD4"
"ENSG00000166575"	11	86749065	87034568	"KNOWN"	"q14.2"	"TMEM135"
"ENSG00000123892"	11	87846448	87908635	"KNOWN"	"q14.2"	"RAB38"
"ENSG00000109861"	11	88026773	88070941	"KNOWN"	"q14.2"	"CTSC"
"ENSG00000168959"	11	88237745	88799134	"KNOWN"	"q14.3"	"GRM5"
"ENSG00000077498"	11	88911040	89028926	"KNOWN"	"q14.3"	"TYR"
"ENSG00000086991"	11	89057524	89225392	"KNOWN"	"q14.3"	"NOX4"
"ENSG00000134612"	11	89392465	89431883	"KNOWN"	"q14.3"	"FOLH1B"
"ENSG00000214414"	11	89443467	89515545	"KNOWN"	"q14.3"	"TRIM77"
"ENSG00000234376"	11	89485953	89487143	"KNOWN"	"q14.3"	"UBTFL2"
"ENSG00000168930"	11	89530823	89541743	"KNOWN"	"q14.3"	"TRIM49"
"ENSG00000204450"	11	89701672	89707240	"KNOWN"	"q14.3"	"TRIM64"
"ENSG00000225581"	11	89723930	89735615	"KNOWN"	"q14.3"	"TRIM53"
"ENSG00000229361"	11	89819109	89820299	"KNOWN"	"q14.3"	"UBTFL1"
"ENSG00000077616"	11	89867818	89925768	"KNOWN"	"q14.3"	"NAALAD2"
"ENSG00000110172"	11	89933602	89956532	"KNOWN"	"q14.3"	"CHORDC1"
"ENSG00000165323"	11	92085262	92629618	"KNOWN"	"q14.3"	"FAT3"
"ENSG00000134640"	11	92702789	92715948	"KNOWN"	"q14.3"	"MTNR1B"
"ENSG00000180773"	11	92880852	92931095	"KNOWN"	"q21"	"SLC36A4"
"ENSG00000165325"	11	93063883	93171634	"KNOWN"	"q21"	"CCDC67"
"ENSG00000166002"	11	93211641	93276546	"KNOWN"	"q21"	"C11orf75"
"ENSG00000166004"	11	93394816	93463522	"KNOWN"	"q21"	"KIAA1731"
"ENSG00000166012"	11	93463369	93474662	"KNOWN"	"q21"	"TAF1D"
"ENSG00000182919"	11	93474793	93496220	"KNOWN"	"q21"	"C11orf54"
"ENSG00000042429"	11	93517405	93546496	"KNOWN"	"q21"	"MED17"
"ENSG00000214376"	11	93551398	93583697	"KNOWN"	"q21"	"C11orf90"
